#Top: chaos_fifo   Floorplan: rtl_1   Part: xcvu9p-flga2104-2L-e
#Generated by: RISHIK NAIR   on: Sun Nov 30 18:39:38 2025
#Build: Vivado v2018.2   by: xbuild   on: Thu Jun 14 20:03:12 MDT 2018
#Package Version: PRODUCTION 1.1 3/7/2017
#Package Pin Delay Version: PRODUCTION 1.0 2/19/2016

################################################################################
#INVALID / INCOMPLETE PINOUT
#There are 33 unassigned signals in this design. The last 33 rows of this file list these signals.
################################################################################

#The following package pin(s) are connected to master PCIE reset pins, and #    should be tied off to a 1.8V standard - 
IO Bank,Pin Number,Site,Site Type,Min Trace Delay (ps),Max Trace Delay (ps),Prohibit,Interface,Signal Name,Direction,DiffPair Type,DiffPair Signal,IO Standard,Drive (mA),Slew Rate,OUTPUT_IMPEDANCE,PRE_EMPHASIS,LVDS_PRE_EMPHASIS,EQUALIZATION,Pull Type,DQS_BIAS,DIFF_TERM,OFFCHIP_TERM,Board Signal,Board Voltage,ODT
72,M22,IOB_X1Y683,IO_L4N_T0U_N7_DBC_AD7N_72,63.031,63.665,,,,,,,,,,,,,,,,,,,,
72,N22,IOB_X1Y682,IO_L4P_T0U_N6_DBC_AD7P_72,62.060,62.684,,,,,,,,,,,,,,,,,,,,
72,P22,IOB_X1Y685,IO_L5N_T0U_N9_AD14N_72,76.298,77.065,,,,,,,,,,,,,,,,,,,,
72,R22,IOB_X1Y684,IO_L5P_T0U_N8_AD14P_72,81.361,82.178,,,,,,,,,,,,,,,,,,,,
72,R23,IOB_X1Y687,IO_L6N_T0U_N11_AD6N_72,80.035,80.839,,,,,,,,,,,,,,,,,,,,
72,T23,IOB_X1Y686,IO_L6P_T0U_N10_AD6P_72,85.098,85.953,,,,,,,,,,,,,,,,,,,,
72,K23,IOB_X1Y690,IO_L7N_T1L_N1_QBC_AD13N_72,60.195,60.800,,,,,,,,,,,,,,,,,,,,
72,L23,IOB_X1Y689,IO_L7P_T1L_N0_QBC_AD13P_72,60.490,61.098,,,,,,,,,,,,,,,,,,,,
72,J24,IOB_X1Y692,IO_L8N_T1L_N3_AD5N_72,63.509,64.148,,,,,,,,,,,,,,,,,,,,
72,K24,IOB_X1Y691,IO_L8P_T1L_N2_AD5P_72,65.001,65.654,,,,,,,,,,,,,,,,,,,,
72,L21,IOB_X1Y694,IO_L9N_T1L_N5_AD12N_72,76.757,77.528,,,,,,,,,,,,,,,,,,,,
72,M21,IOB_X1Y693,IO_L9P_T1L_N4_AD12P_72,79.507,80.306,,,,,,,,,,,,,,,,,,,,
72,L20,IOB_X1Y696,IO_L10N_T1U_N7_QBC_AD4N_72,73.185,73.920,,,,,,,,,,,,,,,,,,,,
72,M20,IOB_X1Y695,IO_L10P_T1U_N6_QBC_AD4P_72,74.433,75.181,,,,,,,,,,,,,,,,,,,,
72,J21,IOB_X1Y698,IO_L11N_T1U_N9_GC_72,61.229,61.844,,,,,,,,,,,,,,,,,,,,
72,K21,IOB_X1Y697,IO_L11P_T1U_N8_GC_72,62.562,63.191,,,,,,,,,,,,,,,,,,,,
72,J22,IOB_X1Y700,IO_L12N_T1U_N11_GC_72,58.891,59.483,,,,,,,,,,,,,,,,,,,,
72,K22,IOB_X1Y699,IO_L12P_T1U_N10_GC_72,59.557,60.155,,,,,,,,,,,,,,,,,,,,
72,G21,IOB_X1Y703,IO_L13N_T2L_N1_GC_QBC_72,80.285,81.092,,,,,,,,,,,,,,,,,,,,
72,G22,IOB_X1Y702,IO_L13P_T2L_N0_GC_QBC_72,79.500,80.299,,,,,,,,,,,,,,,,,,,,
72,H22,IOB_X1Y705,IO_L14N_T2L_N3_GC_72,60.942,61.555,,,,,,,,,,,,,,,,,,,,
72,H23,IOB_X1Y704,IO_L14P_T2L_N2_GC_72,60.982,61.594,,,,,,,,,,,,,,,,,,,,
72,E22,IOB_X1Y707,IO_L15N_T2L_N5_AD11N_72,81.557,82.376,,,,,,,,,,,,,,,,,,,,
72,E23,IOB_X1Y706,IO_L15P_T2L_N4_AD11P_72,84.716,85.568,,,,,,,,,,,,,,,,,,,,
72,G23,IOB_X1Y709,IO_L16N_T2U_N7_QBC_AD3N_72,75.959,76.722,,,,,,,,,,,,,,,,,,,,
72,H24,IOB_X1Y708,IO_L16P_T2U_N6_QBC_AD3P_72,76.943,77.716,,,,,,,,,,,,,,,,,,,,
72,E21,IOB_X1Y711,IO_L17N_T2U_N9_AD10N_72,79.064,79.858,,,,,,,,,,,,,,,,,,,,
72,F21,IOB_X1Y710,IO_L17P_T2U_N8_AD10P_72,80.875,81.687,,,,,,,,,,,,,,,,,,,,
72,F23,IOB_X1Y713,IO_L18N_T2U_N11_AD2N_72,71.942,72.665,,,,,,,,,,,,,,,,,,,,
72,F24,IOB_X1Y712,IO_L18P_T2U_N10_AD2P_72,77.319,78.096,,,,,,,,,,,,,,,,,,,,
72,D24,IOB_X1Y716,IO_L19N_T3L_N1_DBC_AD9N_72,94.641,95.592,,,,,,,,,,,,,,,,,,,,
72,E24,IOB_X1Y715,IO_L19P_T3L_N0_DBC_AD9P_72,95.672,96.634,,,,,,,,,,,,,,,,,,,,
72,A23,IOB_X1Y718,IO_L20N_T3L_N3_AD1N_72,104.285,105.333,,,,,,,,,,,,,,,,,,,,
72,A24,IOB_X1Y717,IO_L20P_T3L_N2_AD1P_72,107.196,108.273,,,,,,,,,,,,,,,,,,,,
72,C23,IOB_X1Y720,IO_L21N_T3L_N5_AD8N_72,96.151,97.117,,,,,,,,,,,,,,,,,,,,
72,C24,IOB_X1Y719,IO_L21P_T3L_N4_AD8P_72,100.116,101.123,,,,,,,,,,,,,,,,,,,,
72,C22,IOB_X1Y722,IO_L22N_T3U_N7_DBC_AD0N_72,85.117,85.972,,,,,,,,,,,,,,,,,,,,
72,D22,IOB_X1Y721,IO_L22P_T3U_N6_DBC_AD0P_72,84.857,85.710,,,,,,,,,,,,,,,,,,,,
72,B22,IOB_X1Y724,IO_L23N_T3U_N9_72,103.068,104.104,,,,,,,,,,,,,,,,,,,,
72,B23,IOB_X1Y723,IO_L23P_T3U_N8_72,103.391,104.430,,,,,,,,,,,,,,,,,,,,
72,A21,IOB_X1Y726,IO_L24N_T3U_N11_72,97.199,98.176,,,,,,,,,,,,,,,,,,,,
72,B21,IOB_X1Y725,IO_L24P_T3U_N10_72,98.990,99.985,,,,,,,,,,,,,,,,,,,,
72,B24,,VCCO_72,,,,,,,,,,,,,,,,,,,,VCCO_72,0.00-1.80,
72,C21,,VCCO_72,,,,,,,,,,,,,,,,,,,,VCCO_72,0.00-1.80,
72,F22,,VCCO_72,,,,,,,,,,,,,,,,,,,,VCCO_72,0.00-1.80,
72,J23,,VCCO_72,,,,,,,,,,,,,,,,,,,,VCCO_72,0.00-1.80,
72,K20,,VCCO_72,,,,,,,,,,,,,,,,,,,,VCCO_72,0.00-1.80,
72,N21,,VCCO_72,,,,,,,,,,,,,,,,,,,,VCCO_72,0.00-1.80,
72,T20,,VREF_72,,,,,,,,,,,,,,,,,,,,,,
72,T22,,VCCO_72,,,,,,,,,,,,,,,,,,,,VCCO_72,0.00-1.80,
73,T18,IOB_X1Y740,IO_T0U_N12_VRP_73,125.192,126.450,,,,,,,,,,,,,,,,,,,,
73,L19,IOB_X1Y753,IO_T1U_N12_73,67.301,67.978,,,,,,,,,,,,,,,,,,,,
73,G16,IOB_X1Y766,IO_T2U_N12_73,71.230,71.946,,,,,,,,,,,,,,,,,,,,
73,A20,IOB_X1Y779,IO_T3U_N12_73,90.595,91.505,,,,,,,,,,,,,,,,,,,,
73,R17,IOB_X1Y729,IO_L1N_T0L_N1_DBC_73,98.864,99.858,,,,,,,,,,,,,,,,,,,,
73,R18,IOB_X1Y728,IO_L1P_T0L_N0_DBC_73,97.841,98.824,,,,,,,,,,,,,,,,,,,,
73,P19,IOB_X1Y731,IO_L2N_T0L_N3_73,98.499,99.489,,,,,,,,,,,,,,,,,,,,
73,R19,IOB_X1Y730,IO_L2P_T0L_N2_73,99.077,100.072,,,,,,,,,,,,,,,,,,,,
73,M17,IOB_X1Y733,IO_L3N_T0L_N5_AD15N_73,98.908,99.903,,,,,,,,,,,,,,,,,,,,
73,M18,IOB_X1Y732,IO_L3P_T0L_N4_AD15P_73,99.400,100.399,,,,,,,,,,,,,,,,,,,,
73,P16,IOB_X1Y735,IO_L4N_T0U_N7_DBC_AD7N_73,101.883,102.907,,,,,,,,,,,,,,,,,,,,
73,P17,IOB_X1Y734,IO_L4P_T0U_N6_DBC_AD7P_73,102.078,103.104,,,,,,,,,,,,,,,,,,,,
73,N18,IOB_X1Y737,IO_L5N_T0U_N9_AD14N_73,98.501,99.491,,,,,,,,,,,,,,,,,,,,
73,N19,IOB_X1Y736,IO_L5P_T0U_N8_AD14P_73,98.271,99.259,,,,,,,,,,,,,,,,,,,,
73,M16,IOB_X1Y739,IO_L6N_T0U_N11_AD6N_73,100.053,101.058,,,,,,,,,,,,,,,,,,,,
73,N17,IOB_X1Y738,IO_L6P_T0U_N10_AD6P_73,98.087,99.073,,,,,,,,,,,,,,,,,,,,
73,J16,IOB_X1Y742,IO_L7N_T1L_N1_QBC_AD13N_73,68.950,69.643,,,,,,,,,,,,,,,,,,,,
73,K17,IOB_X1Y741,IO_L7P_T1L_N0_QBC_AD13P_73,68.916,69.609,,,,,,,,,,,,,,,,,,,,
73,K16,IOB_X1Y744,IO_L8N_T1L_N3_AD5N_73,80.787,81.599,,,,,,,,,,,,,,,,,,,,
73,L16,IOB_X1Y743,IO_L8P_T1L_N2_AD5P_73,85.283,86.140,,,,,,,,,,,,,,,,,,,,
73,K18,IOB_X1Y746,IO_L9N_T1L_N5_AD12N_73,65.873,66.535,,,,,,,,,,,,,,,,,,,,
73,L18,IOB_X1Y745,IO_L9P_T1L_N4_AD12P_73,70.071,70.775,,,,,,,,,,,,,,,,,,,,
73,J19,IOB_X1Y748,IO_L10N_T1U_N7_QBC_AD4N_73,65.193,65.848,,,,,,,,,,,,,,,,,,,,
73,K19,IOB_X1Y747,IO_L10P_T1U_N6_QBC_AD4P_73,65.976,66.639,,,,,,,,,,,,,,,,,,,,
73,H17,IOB_X1Y750,IO_L11N_T1U_N9_GC_73,63.249,63.884,,,,,,,,,,,,,,,,,,,,
73,J17,IOB_X1Y749,IO_L11P_T1U_N8_GC_73,63.886,64.528,,,,,,,,,,,,,,,,,,,,
73,H18,IOB_X1Y752,IO_L12N_T1U_N11_GC_73,61.226,61.841,,,,,,,,,,,,,,,,,,,,
73,H19,IOB_X1Y751,IO_L12P_T1U_N10_GC_73,61.519,62.137,,,,,,,,,,,,,,,,,,,,
73,G17,IOB_X1Y755,IO_L13N_T2L_N1_GC_QBC_73,64.516,65.165,,,,,,,,,,,,,,,,,,,,
73,G18,IOB_X1Y754,IO_L13P_T2L_N0_GC_QBC_73,65.439,66.096,,,,,,,,,,,,,,,,,,,,
73,F18,IOB_X1Y757,IO_L14N_T2L_N3_GC_73,62.541,63.169,,,,,,,,,,,,,,,,,,,,
73,F19,IOB_X1Y756,IO_L14P_T2L_N2_GC_73,61.276,61.892,,,,,,,,,,,,,,,,,,,,
73,E18,IOB_X1Y759,IO_L15N_T2L_N5_AD11N_73,62.409,63.036,,,,,,,,,,,,,,,,,,,,
73,E19,IOB_X1Y758,IO_L15P_T2L_N4_AD11P_73,63.116,63.750,,,,,,,,,,,,,,,,,,,,
73,E16,IOB_X1Y761,IO_L16N_T2U_N7_QBC_AD3N_73,80.913,81.726,,,,,,,,,,,,,,,,,,,,
73,F16,IOB_X1Y760,IO_L16P_T2U_N6_QBC_AD3P_73,80.074,80.879,,,,,,,,,,,,,,,,,,,,
73,F20,IOB_X1Y763,IO_L17N_T2U_N9_AD10N_73,61.842,62.464,,,,,,,,,,,,,,,,,,,,
73,G20,IOB_X1Y762,IO_L17P_T2U_N8_AD10P_73,66.335,67.001,,,,,,,,,,,,,,,,,,,,
73,D16,IOB_X1Y765,IO_L18N_T2U_N11_AD2N_73,81.138,81.953,,,,,,,,,,,,,,,,,,,,
73,E17,IOB_X1Y764,IO_L18P_T2U_N10_AD2P_73,72.824,73.556,,,,,,,,,,,,,,,,,,,,
73,B17,IOB_X1Y768,IO_L19N_T3L_N1_DBC_AD9N_73,88.223,89.110,,,,,,,,,,,,,,,,,,,,
73,B18,IOB_X1Y767,IO_L19P_T3L_N0_DBC_AD9P_73,88.343,89.231,,,,,,,,,,,,,,,,,,,,
73,C17,IOB_X1Y770,IO_L20N_T3L_N3_AD1N_73,78.720,79.512,,,,,,,,,,,,,,,,,,,,
73,D17,IOB_X1Y769,IO_L20P_T3L_N2_AD1P_73,73.728,74.469,,,,,,,,,,,,,,,,,,,,
73,C18,IOB_X1Y772,IO_L21N_T3L_N5_AD8N_73,75.227,75.983,,,,,,,,,,,,,,,,,,,,
73,C19,IOB_X1Y771,IO_L21P_T3L_N4_AD8P_73,76.170,76.936,,,,,,,,,,,,,,,,,,,,
73,A18,IOB_X1Y774,IO_L22N_T3U_N7_DBC_AD0N_73,90.390,91.298,,,,,,,,,,,,,,,,,,,,
73,A19,IOB_X1Y773,IO_L22P_T3U_N6_DBC_AD0P_73,90.365,91.274,,,,,,,,,,,,,,,,,,,,
73,D19,IOB_X1Y776,IO_L23N_T3U_N9_73,64.975,65.628,,,,,,,,,,,,,,,,,,,,
73,D20,IOB_X1Y775,IO_L23P_T3U_N8_73,65.313,65.970,,,,,,,,,,,,,,,,,,,,
73,B20,IOB_X1Y778,IO_L24N_T3U_N11_73,77.822,78.604,,,,,,,,,,,,,,,,,,,,
73,C20,IOB_X1Y777,IO_L24P_T3U_N10_73,81.159,81.975,,,,,,,,,,,,,,,,,,,,
73,A17,,VCCO_73,,,,,,,,,,,,,,,,,,,,VCCO_73,0.00-1.80,
73,D18,,VCCO_73,,,,,,,,,,,,,,,,,,,,VCCO_73,0.00-1.80,
73,G19,,VCCO_73,,,,,,,,,,,,,,,,,,,,VCCO_73,0.00-1.80,
73,H16,,VCCO_73,,,,,,,,,,,,,,,,,,,,VCCO_73,0.00-1.80,
73,L17,,VCCO_73,,,,,,,,,,,,,,,,,,,,VCCO_73,0.00-1.80,
73,P18,,VCCO_73,,,,,,,,,,,,,,,,,,,,VCCO_73,0.00-1.80,
73,T19,,VREF_73,,,,,,,,,,,,,,,,,,,,,,
120,AN41,GTYE4_COMMON_X0Y1,MGTREFCLK0N_120,85.610,86.470,,,,,,,,,,,,,,,,,,,,
120,AN40,GTYE4_COMMON_X0Y1,MGTREFCLK0P_120,85.722,86.583,,,,,,,,,,,,,,,,,,,,
120,BC46,GTYE4_CHANNEL_X0Y4,MGTYRXN0_120,120.739,121.952,,,,,,,,,,,,,,,,,,,,
120,BC45,GTYE4_CHANNEL_X0Y4,MGTYRXP0_120,120.835,122.049,,,,,,,,,,,,,,,,,,,,
120,BD43,GTYE4_CHANNEL_X0Y4,MGTYTXN0_120,96.969,97.944,,,,,,,,,,,,,,,,,,,,
120,BD42,GTYE4_CHANNEL_X0Y4,MGTYTXP0_120,97.061,98.036,,,,,,,,,,,,,,,,,,,,
120,AM39,GTYE4_COMMON_X0Y1,MGTREFCLK1N_120,74.113,74.858,,,,,,,,,,,,,,,,,,,,
120,AM38,GTYE4_COMMON_X0Y1,MGTREFCLK1P_120,74.208,74.953,,,,,,,,,,,,,,,,,,,,
120,BA46,GTYE4_CHANNEL_X0Y5,MGTYRXN1_120,115.528,116.689,,,,,,,,,,,,,,,,,,,,
120,BA45,GTYE4_CHANNEL_X0Y5,MGTYRXP1_120,115.520,116.681,,,,,,,,,,,,,,,,,,,,
120,BB43,GTYE4_CHANNEL_X0Y5,MGTYTXN1_120,89.033,89.928,,,,,,,,,,,,,,,,,,,,
120,BB42,GTYE4_CHANNEL_X0Y5,MGTYTXP1_120,88.996,89.891,,,,,,,,,,,,,,,,,,,,
120,AW46,GTYE4_CHANNEL_X0Y6,MGTYRXN2_120,110.845,111.959,,,,,,,,,,,,,,,,,,,,
120,AW45,GTYE4_CHANNEL_X0Y6,MGTYRXP2_120,110.942,112.057,,,,,,,,,,,,,,,,,,,,
120,AY43,GTYE4_CHANNEL_X0Y6,MGTYTXN2_120,84.301,85.149,,,,,,,,,,,,,,,,,,,,
120,AY42,GTYE4_CHANNEL_X0Y6,MGTYTXP2_120,84.392,85.240,,,,,,,,,,,,,,,,,,,,
120,AU46,GTYE4_CHANNEL_X0Y7,MGTYRXN3_120,114.415,115.565,,,,,,,,,,,,,,,,,,,,
120,AU45,GTYE4_CHANNEL_X0Y7,MGTYRXP3_120,114.408,115.558,,,,,,,,,,,,,,,,,,,,
120,AV43,GTYE4_CHANNEL_X0Y7,MGTYTXN3_120,81.134,81.949,,,,,,,,,,,,,,,,,,,,
120,AV42,GTYE4_CHANNEL_X0Y7,MGTYTXP3_120,81.134,81.949,,,,,,,,,,,,,,,,,,,,
121,AK39,GTYE4_COMMON_X0Y2,MGTREFCLK0N_121,79.916,80.719,,,,,,,,,,,,,,,,,,,,
121,AK38,GTYE4_COMMON_X0Y2,MGTREFCLK0P_121,79.885,80.688,,,,,,,,,,,,,,,,,,,,
121,AR46,GTYE4_CHANNEL_X0Y8,MGTYRXN0_121,110.084,111.191,,,,,,,,,,,,,,,,,,,,
121,AR45,GTYE4_CHANNEL_X0Y8,MGTYRXP0_121,110.181,111.288,,,,,,,,,,,,,,,,,,,,
121,AT43,GTYE4_CHANNEL_X0Y8,MGTYTXN0_121,76.977,77.751,,,,,,,,,,,,,,,,,,,,
121,AT42,GTYE4_CHANNEL_X0Y8,MGTYTXP0_121,77.068,77.843,,,,,,,,,,,,,,,,,,,,
121,AH39,GTYE4_COMMON_X0Y2,MGTREFCLK1N_121,87.854,88.737,,,,,,,,,,,,,,,,,,,,
121,AH38,GTYE4_COMMON_X0Y2,MGTREFCLK1P_121,87.823,88.706,,,,,,,,,,,,,,,,,,,,
121,AN46,GTYE4_CHANNEL_X0Y9,MGTYRXN1_121,109.981,111.086,,,,,,,,,,,,,,,,,,,,
121,AN45,GTYE4_CHANNEL_X0Y9,MGTYRXP1_121,109.973,111.079,,,,,,,,,,,,,,,,,,,,
121,AP43,GTYE4_CHANNEL_X0Y9,MGTYTXN1_121,80.905,81.718,,,,,,,,,,,,,,,,,,,,
121,AP42,GTYE4_CHANNEL_X0Y9,MGTYTXP1_121,80.857,81.669,,,,,,,,,,,,,,,,,,,,
121,AL46,GTYE4_CHANNEL_X0Y10,MGTYRXN2_121,113.304,114.442,,,,,,,,,,,,,,,,,,,,
121,AL45,GTYE4_CHANNEL_X0Y10,MGTYRXP2_121,113.400,114.539,,,,,,,,,,,,,,,,,,,,
121,AM43,GTYE4_CHANNEL_X0Y10,MGTYTXN2_121,86.500,87.370,,,,,,,,,,,,,,,,,,,,
121,AM42,GTYE4_CHANNEL_X0Y10,MGTYTXP2_121,86.592,87.462,,,,,,,,,,,,,,,,,,,,
121,AJ46,GTYE4_CHANNEL_X0Y11,MGTYRXN3_121,116.890,118.065,,,,,,,,,,,,,,,,,,,,
121,AJ45,GTYE4_CHANNEL_X0Y11,MGTYRXP3_121,116.882,118.057,,,,,,,,,,,,,,,,,,,,
121,AL41,GTYE4_CHANNEL_X0Y11,MGTYTXN3_121,76.636,77.406,,,,,,,,,,,,,,,,,,,,
121,AL40,GTYE4_CHANNEL_X0Y11,MGTYTXP3_121,76.635,77.405,,,,,,,,,,,,,,,,,,,,
121,BF42,,MGTAVTTRCAL_LS,154.981,156.539,,,,,,,,,,,,,,,,,,,,
121,BF43,,MGTRREF_LS,155.753,157.319,,,,,,,,,,,,,,,,,,,,
122,AF39,GTYE4_COMMON_X0Y3,MGTREFCLK0N_122,98.635,99.627,,,,,,,,,,,,,,,,,,,,
122,AF38,GTYE4_COMMON_X0Y3,MGTREFCLK0P_122,98.736,99.728,,,,,,,,,,,,,,,,,,,,
122,AG46,GTYE4_CHANNEL_X0Y12,MGTYRXN0_122,123.875,125.120,,,,,,,,,,,,,,,,,,,,
122,AG45,GTYE4_CHANNEL_X0Y12,MGTYRXP0_122,123.972,125.218,,,,,,,,,,,,,,,,,,,,
122,AK43,GTYE4_CHANNEL_X0Y12,MGTYTXN0_122,93.937,94.881,,,,,,,,,,,,,,,,,,,,
122,AK42,GTYE4_CHANNEL_X0Y12,MGTYTXP0_122,94.029,94.974,,,,,,,,,,,,,,,,,,,,
122,AD39,GTYE4_COMMON_X0Y3,MGTREFCLK1N_122,102.339,103.368,,,,,,,,,,,,,,,,,,,,
122,AD38,GTYE4_COMMON_X0Y3,MGTREFCLK1P_122,102.434,103.463,,,,,,,,,,,,,,,,,,,,
122,AF44,GTYE4_CHANNEL_X0Y13,MGTYRXN1_122,116.119,117.286,,,,,,,,,,,,,,,,,,,,
122,AF43,GTYE4_CHANNEL_X0Y13,MGTYRXP1_122,116.113,117.280,,,,,,,,,,,,,,,,,,,,
122,AJ41,GTYE4_CHANNEL_X0Y13,MGTYTXN1_122,81.531,82.350,,,,,,,,,,,,,,,,,,,,
122,AJ40,GTYE4_CHANNEL_X0Y13,MGTYTXP1_122,81.467,82.285,,,,,,,,,,,,,,,,,,,,
122,AE46,GTYE4_CHANNEL_X0Y14,MGTYRXN2_122,135.428,136.789,,,,,,,,,,,,,,,,,,,,
122,AE45,GTYE4_CHANNEL_X0Y14,MGTYRXP2_122,135.524,136.886,,,,,,,,,,,,,,,,,,,,
122,AG41,GTYE4_CHANNEL_X0Y14,MGTYTXN2_122,90.159,91.066,,,,,,,,,,,,,,,,,,,,
122,AG40,GTYE4_CHANNEL_X0Y14,MGTYTXP2_122,90.251,91.158,,,,,,,,,,,,,,,,,,,,
122,AD44,GTYE4_CHANNEL_X0Y15,MGTYRXN3_122,120.118,121.326,,,,,,,,,,,,,,,,,,,,
122,AD43,GTYE4_CHANNEL_X0Y15,MGTYRXP3_122,120.111,121.318,,,,,,,,,,,,,,,,,,,,
122,AE41,GTYE4_CHANNEL_X0Y15,MGTYTXN3_122,98.444,99.433,,,,,,,,,,,,,,,,,,,,
122,AE40,GTYE4_CHANNEL_X0Y15,MGTYTXP3_122,98.443,99.432,,,,,,,,,,,,,,,,,,,,
125,AB39,GTYE4_COMMON_X0Y6,MGTREFCLK0N_125,72.487,73.216,,,,,,,,,,,,,,,,,,,,
125,AB38,GTYE4_COMMON_X0Y6,MGTREFCLK0P_125,72.591,73.321,,,,,,,,,,,,,,,,,,,,
125,AC46,GTYE4_CHANNEL_X0Y24,MGTYRXN0_125,114.430,115.580,,,,,,,,,,,,,,,,,,,,
125,AC45,GTYE4_CHANNEL_X0Y24,MGTYRXP0_125,114.525,115.676,,,,,,,,,,,,,,,,,,,,
125,AC41,GTYE4_CHANNEL_X0Y24,MGTYTXN0_125,71.232,71.948,,,,,,,,,,,,,,,,,,,,
125,AC40,GTYE4_CHANNEL_X0Y24,MGTYTXP0_125,71.191,71.907,,,,,,,,,,,,,,,,,,,,
125,Y39,GTYE4_COMMON_X0Y6,MGTREFCLK1N_125,80.411,81.219,,,,,,,,,,,,,,,,,,,,
125,Y38,GTYE4_COMMON_X0Y6,MGTREFCLK1P_125,80.513,81.322,,,,,,,,,,,,,,,,,,,,
125,AB44,GTYE4_CHANNEL_X0Y25,MGTYRXN1_125,99.232,100.229,,,,,,,,,,,,,,,,,,,,
125,AB43,GTYE4_CHANNEL_X0Y25,MGTYRXP1_125,99.225,100.222,,,,,,,,,,,,,,,,,,,,
125,AA41,GTYE4_CHANNEL_X0Y25,MGTYTXN1_125,76.699,77.469,,,,,,,,,,,,,,,,,,,,
125,AA40,GTYE4_CHANNEL_X0Y25,MGTYTXP1_125,76.789,77.561,,,,,,,,,,,,,,,,,,,,
125,AA46,GTYE4_CHANNEL_X0Y26,MGTYRXN2_125,116.773,117.946,,,,,,,,,,,,,,,,,,,,
125,AA45,GTYE4_CHANNEL_X0Y26,MGTYRXP2_125,116.869,118.043,,,,,,,,,,,,,,,,,,,,
125,W41,GTYE4_CHANNEL_X0Y26,MGTYTXN2_125,87.705,88.586,,,,,,,,,,,,,,,,,,,,
125,W40,GTYE4_CHANNEL_X0Y26,MGTYTXP2_125,87.664,88.545,,,,,,,,,,,,,,,,,,,,
125,Y44,GTYE4_CHANNEL_X0Y27,MGTYRXN3_125,101.588,102.609,,,,,,,,,,,,,,,,,,,,
125,Y43,GTYE4_CHANNEL_X0Y27,MGTYRXP3_125,101.579,102.600,,,,,,,,,,,,,,,,,,,,
125,U41,GTYE4_CHANNEL_X0Y27,MGTYTXN3_125,95.785,96.747,,,,,,,,,,,,,,,,,,,,
125,U40,GTYE4_CHANNEL_X0Y27,MGTYTXP3_125,95.875,96.839,,,,,,,,,,,,,,,,,,,,
126,V39,GTYE4_COMMON_X0Y7,MGTREFCLK0N_126,87.155,88.031,,,,,,,,,,,,,,,,,,,,
126,V38,GTYE4_COMMON_X0Y7,MGTREFCLK0P_126,87.598,88.478,,,,,,,,,,,,,,,,,,,,
126,W46,GTYE4_CHANNEL_X0Y28,MGTYRXN0_126,122.112,123.339,,,,,,,,,,,,,,,,,,,,
126,W45,GTYE4_CHANNEL_X0Y28,MGTYRXP0_126,122.208,123.437,,,,,,,,,,,,,,,,,,,,
126,T43,GTYE4_CHANNEL_X0Y28,MGTYTXN0_126,117.711,118.894,,,,,,,,,,,,,,,,,,,,
126,T42,GTYE4_CHANNEL_X0Y28,MGTYTXP0_126,117.669,118.852,,,,,,,,,,,,,,,,,,,,
126,T39,GTYE4_COMMON_X0Y7,MGTREFCLK1N_126,91.995,92.920,,,,,,,,,,,,,,,,,,,,
126,T38,GTYE4_COMMON_X0Y7,MGTREFCLK1P_126,92.097,93.023,,,,,,,,,,,,,,,,,,,,
126,U46,GTYE4_CHANNEL_X0Y29,MGTYRXN1_126,129.662,130.965,,,,,,,,,,,,,,,,,,,,
126,U45,GTYE4_CHANNEL_X0Y29,MGTYRXP1_126,129.653,130.956,,,,,,,,,,,,,,,,,,,,
126,P43,GTYE4_CHANNEL_X0Y29,MGTYTXN1_126,120.980,122.195,,,,,,,,,,,,,,,,,,,,
126,P42,GTYE4_CHANNEL_X0Y29,MGTYTXP1_126,121.071,122.288,,,,,,,,,,,,,,,,,,,,
126,R46,GTYE4_CHANNEL_X0Y30,MGTYRXN2_126,140.335,141.746,,,,,,,,,,,,,,,,,,,,
126,R45,GTYE4_CHANNEL_X0Y30,MGTYRXP2_126,140.431,141.843,,,,,,,,,,,,,,,,,,,,
126,M43,GTYE4_CHANNEL_X0Y30,MGTYTXN2_126,128.509,129.800,,,,,,,,,,,,,,,,,,,,
126,M42,GTYE4_CHANNEL_X0Y30,MGTYTXP2_126,128.521,129.813,,,,,,,,,,,,,,,,,,,,
126,N46,GTYE4_CHANNEL_X0Y31,MGTYRXN3_126,144.532,145.985,,,,,,,,,,,,,,,,,,,,
126,N45,GTYE4_CHANNEL_X0Y31,MGTYRXP3_126,144.525,145.977,,,,,,,,,,,,,,,,,,,,
126,K43,GTYE4_CHANNEL_X0Y31,MGTYTXN3_126,134.662,136.015,,,,,,,,,,,,,,,,,,,,
126,K42,GTYE4_CHANNEL_X0Y31,MGTYTXP3_126,134.753,136.108,,,,,,,,,,,,,,,,,,,,
126,L40,,MGTAVTTRCAL_LN,141.176,142.594,,,,,,,,,,,,,,,,,,,,
126,L41,,MGTRREF_LN,143.090,144.528,,,,,,,,,,,,,,,,,,,,
127,R41,GTYE4_COMMON_X0Y8,MGTREFCLK0N_127,103.356,104.395,,,,,,,,,,,,,,,,,,,,
127,R40,GTYE4_COMMON_X0Y8,MGTREFCLK0P_127,103.458,104.498,,,,,,,,,,,,,,,,,,,,
127,L46,GTYE4_CHANNEL_X0Y32,MGTYRXN0_127,149.386,150.888,,,,,,,,,,,,,,,,,,,,
